ID_REF	DESCRIPTION	GSM637872	GSM637873	GSM637874	GSM637875	GSM637876	GSM637877
7905533		5.325682	5.48941	5.375576	5.41422	5.383727	5.133433
7905536		7.056819	7.28296	6.906929	7.163659	7.01725	6.928825
7905544		6.426763	6.747332	6.476843	6.640793	6.470262	6.257603
7905548		4.71082	5.100375	5.026274	5.154128	4.938829	4.688659
7905553		5.442436	5.524916	5.434952	5.444328	5.212441	5.459542
7905559		6.041612	6.542732	6.051737	6.053201	6.171468	6.169768
7905563		5.820522	5.833183	5.783585	5.803561	5.589008	5.723489
7905569		3.464524	3.77107	3.255763	3.491971	3.390642	3.491138
7905571		5.559274	5.538017	5.526948	5.532376	5.467837	5.364613
7905576		4.507974	4.745056	4.536747	4.42208	4.886138	4.682941
7905581		5.645807	5.602962	5.520863	5.659467	5.486151	5.523765
7905589		9.154969	9.118718	9.171499	9.324394	8.945244	9.045506
7905598		7.792202	7.858647	8.319717	8.47013	8.206603	8.150945
7905606		5.58504	5.817666	5.444142	5.660593	5.390227	5.63878
7905629		4.497841	4.345316	4.514366	4.895188	4.348683	4.523155
7905631		9.498314	9.456663	9.763828	9.935227	9.882558	9.911762
7905664		6.311123	6.352294	6.251193	6.358545	6.508748	6.316134
7905677		6.734122	6.302034	6.811088	7.224315	6.89361	6.877955
7905691		11.45547	11.36895	11.66039	11.72705	11.94691	11.90162
7905698		2.949667	3.01735	3.284195	3.270499	3.012387	3.064555
7905700		10.58141	10.61231	10.67104	10.54349	10.67639	10.81161
7905731		5.978397	5.211163	5.656435	6.020828	5.613661	6.096418
7905733		9.715738	9.696299	9.820151	10.22344	9.781186	9.669434
7905742		3.307597	3.15847	3.366921	3.173561	2.973023	3.071801
7905744		5.233589	5.133243	5.091335	5.322568	5.261405	5.120331
7905746		4.998766	5.035	5.105168	4.874551	4.89251	4.761553
7905754		8.898587	8.764133	8.618376	9.017646	8.744323	8.850573
7905789		6.869883	6.756521	6.844105	6.743309	7.115521	7.462442
7905801		5.060515	5.03416	4.93261	5.058769	4.924508	5.082555
7905817		6.606803	6.755073	6.605822	6.750693	6.544281	6.545891
7905826		10.83174	10.8309	10.66305	10.33482	10.74826	10.73274
7905831		7.789406	7.768823	7.773677	7.935983	7.655734	7.821242
7905848		5.996621	6.09371	5.915201	5.989754	6.006832	6.141185
7905854		7.73545	7.530185	7.421558	7.757589	7.643393	7.512205
7905862		6.209867	6.068664	5.930014	6.101045	6.031745	5.836997
7905881		9.194604	9.174124	9.177142	9.239633	9.27172	9.335095
7905909		6.522968	6.265292	6.22502	6.655176	6.845137	6.766653
7905918		6.931993	6.856773	6.64678	6.363019	7.119521	7.388707
7905927		4.530122	4.972115	4.44753	4.690863	4.373638	4.579484
7905929		7.071746	6.988759	6.928691	6.701366	8.299906	8.251694
7905938		9.652937	9.563411	9.958409	10.52331	10.03441	9.998041
7905949		4.865439	4.986441	5.145559	5.025796	4.959124	4.881892
7905951		6.676452	6.791859	6.690681	6.622331	6.605401	6.449965
7905968		7.672808	7.828775	7.790564	7.913643	7.92139	8.121517
7905974		7.145726	7.401658	7.270957	7.162482	7.302591	7.417647
7905986		9.258918	9.147416	9.858149	9.473369	9.390396	9.636299
7905999		8.042057	7.878327	8.023739	7.687185	7.976964	8.058282
7906015		5.380331	5.43291	5.430157	5.361768	5.472742	5.287951
7906017		6.047931	6.321143	6.133417	6.075738	5.972528	5.595611
7906021		8.898825	8.383524	9.10323	9.932589	9.033724	8.78602
7906041		10.20408	10.18257	10.16582	10.14981	10.3174	10.2921
7906056		8.883644	8.373806	9.019024	9.899343	9.060766	8.814402
7906061		4.715106	5.171473	5.001412	5.132027	4.873554	4.958582
7906069		6.144769	6.318238	5.966727	6.263244	6.418783	6.271187
7906072		7.147949	7.191422	7.176731	7.071415	7.323219	7.463449
7906079		4.472459	4.509509	4.287211	4.383318	4.39298	4.161134
7906085		9.169481	9.194853	9.335522	9.161878	9.230455	9.332157
7906107		5.971484	6.12	5.941074	6.00767	6.0791	5.949669
7906128		7.968946	7.582222	8.073627	8.036449	8.165571	7.968779
7906133		9.03676	8.953741	9.500733	9.798687	9.49281	9.677718
7906140		7.952208	7.904794	7.866201	7.771374	7.920592	8.037641
7906146		7.005116	6.798571	7.006654	7.115125	6.860358	6.770168
7906154		4.745579	4.873372	4.822683	4.983052	4.774796	4.627
7906163		6.119145	6.620699	6.174258	6.202293	6.100285	5.998442
7906175		4.274704	4.409655	4.261885	4.085288	4.632499	4.351338
7906177		6.82866	7.164233	6.715313	6.741067	6.990127	6.804444
7906185		9.836817	9.731068	10.14189	10.12915	10.19958	10.47448
7906194		5.444064	5.559707	5.516781	5.575774	5.636193	5.852931
7906197		6.578796	6.573264	6.518851	6.294694	6.539346	6.463902
7906205		6.96451	6.988883	6.657878	6.716405	6.52203	6.404236
7906223		7.065779	7.3626	7.306525	7.570102	7.555602	7.544486
7906233		4.198534	4.098861	3.619089	3.619089	3.712011	3.886197
7906235		9.760632	9.733704	9.861028	9.713286	9.795933	9.996007
7906244		6.771485	6.675114	6.793292	6.847599	6.643053	6.67739
7906264		8.295797	8.126837	8.32671	8.353195	7.255125	7.177969
7906284		5.809515	6.014146	5.896045	5.675809	5.838158	5.771541
7906303		5.337482	5.51388	5.620656	5.310717	5.561041	5.539887
7906305		6.134869	5.832142	6.564452	6.333238	5.835752	6.009459
7906307		8.535266	8.513927	8.856303	8.958783	8.98247	8.986632
7906330		6.652096	6.601008	6.801549	6.889711	6.626606	6.408991
7906339		5.037511	5.124779	5.096569	5.021633	5.142931	5.073059
7906348		4.984202	5.175562	4.998004	5.114395	4.666914	4.909669
7906355		5.723539	5.593594	5.795667	5.460264	5.569756	5.697395
7906365		4.523855	4.715165	4.735749	4.673845	4.588918	4.379604
7906367		3.327264	3.147797	3.261064	3.356636	3.400365	3.161309
7906370		3.895678	3.853833	3.554646	3.892589	3.572331	3.575577
7906372		4.924221	4.974981	4.989319	4.965555	5.041981	4.957021
7906374		4.816733	4.97951	4.679953	5.087636	4.605768	4.728373
7906377		3.928812	3.66066	3.738164	4.036838	3.735627	3.871446
7906386		4.726254	4.799653	5.029997	4.902158	4.336634	4.407211
7906400		8.838675	8.993147	9.706258	9.884371	9.298573	9.068688
7906417		5.895048	6.257228	5.908079	5.909363	6.088701	6.025123
7906433		7.310983	7.272824	7.289808	7.400957	7.262074	6.898038
7906435		5.53685	5.594991	5.417728	5.525985	5.342299	5.519618
7906443		4.327084	4.096934	4.182582	4.24768	4.130733	4.212487
7906452		4.40606	4.245851	4.417703	4.463905	4.361019	4.438638
7906458		4.77728	4.905083	4.596239	4.991951	4.61834	4.688378
7906465		4.489986	4.238263	4.58958	4.496676	4.290146	4.53378
7906467		4.878684	4.88828	4.822423	4.770904	4.731998	4.819214
7906469		8.220167	8.53158	8.771987	8.875124	8.759336	8.961504
7906475		5.997049	5.570706	5.740894	5.99299	5.666409	5.733422
7906486		5.897701	6.088141	5.995341	5.588013	5.763769	5.779603
7906496		6.456024	6.670684	6.316461	6.399179	6.051855	6.159657
7906501		5.738701	5.785577	5.48683	5.413033	6.012219	5.480824
7906527		5.063181	5.051583	4.788593	4.856719	4.679193	5.017843
7906552		5.06371	5.154822	5.149824	5.089119	5.042348	5.063611
7906564		10.73902	10.72406	10.97761	10.98962	10.80571	10.67401
7906574		4.70095	5.039818	5.399775	4.874187	5.04302	4.710821
7906576		10.11505	9.950949	10.1007	10.34581	10.60096	10.68843
7906597		6.062101	6.127314	6.240526	5.969033	6.029315	6.145855
7906602		5.728299	5.738266	5.250284	5.541147	5.572533	5.778589
7906613		5.656518	5.571377	7.653504	8.321696	6.935693	5.910734
7906622		5.766253	5.713724	5.66919	5.836749	5.704898	5.650176
7906642		5.446264	5.457305	5.375654	5.366131	5.199643	5.239628
7906652		8.590076	8.312209	9.13496	9.560347	8.94188	9.159858
7906662		9.365241	9.439145	9.641279	9.638263	9.75128	9.908641
7906671		8.697515	8.425838	8.731044	8.820732	8.679452	8.860052
7906688		6.870239	6.466572	7.327322	7.509199	7.14783	7.474653
7906703		9.981464	9.937927	10.56967	10.29881	10.26155	10.40976
7906720		4.546787	4.640048	4.982933	4.662632	4.793909	4.719454
7906728		7.245835	7.251932	7.341241	7.138081	7.316196	7.433914
7906742		6.781213	6.85328	6.630466	6.722878	6.722657	6.7975
7906746		8.024591	7.85283	8.095645	8.250281	8.381159	8.630906
7906751		2.781088	2.947944	2.954827	2.937355	3.283879	3.099823
7906753		5.736211	5.590814	5.645257	5.697997	5.312224	5.468601
7906757		3.924016	3.615883	3.732075	3.537645	3.325655	3.443679
7906764		7.165514	7.813043	11.16261	10.18091	9.563004	7.290704
7906767		6.125352	5.98295	5.769574	6.068741	5.456725	5.51143
7906775		8.223297	8.26893	11.00885	10.17578	9.419012	8.152275
7906777		4.677701	5.061415	4.63696	4.693664	4.750055	5.133443
7906784		3.438153	3.371495	3.378734	3.740962	3.397485	3.298394
7906786		5.1245	5.217651	5.140038	5.374167	5.223211	4.969326
7906797		6.916917	7.026971	7.035099	6.878593	6.786723	6.786012
7906808		4.898825	4.465381	4.281856	4.5502	4.479321	4.249287
7906810		8.675448	8.742499	9.190695	8.978893	8.769541	8.734269
7906819		10.37705	10.43487	10.9865	11.19294	10.68417	10.39019
7906838		7.086507	6.985844	7.142139	7.320753	7.155834	7.155834
7906852		10.32452	10.25652	11.04589	11.02214	10.65239	10.76799
7906863		10.65906	10.53367	11.47109	11.6202	10.23888	10.26003
7906878		5.6247	5.940243	6.144105	6.28142	7.15514	6.211153
7906898		6.143265	6.330758	6.139223	6.09125	6.108301	6.263035
7906900		5.194454	4.75354	5.467279	5.361045	6.175138	5.186119
7906904		6.947787	6.409009	7.732388	8.117162	6.937863	7.033681
7906919		5.532446	5.290725	7.019435	6.616498	5.596795	5.60893
7906930		9.69913	9.587026	10.54423	9.981251	10.0986	10.30243
7906948		3.717175	3.52894	3.727299	4.23641	4.362299	3.967133
7906950		4.53616	4.429397	4.627149	4.52517	4.345188	4.370791
7906952		3.516432	3.216988	3.384211	3.349325	3.32265	3.222493
7906954		5.954139	5.8818	6.272283	6.369556	6.757091	7.205211
7906969		7.188963	7.193589	6.950593	6.813989	7.847151	7.669916
7906973		5.195462	5.35779	4.844174	4.929924	4.988307	4.879231
7906978		9.118225	8.865992	9.924307	9.806914	9.208971	9.522524
7906988		4.154704	4.369057	4.129064	4.034948	3.873152	4.31995
7906993		6.995244	7.008423	6.759535	6.587318	7.331763	6.912624
7906995		10.56901	10.49437	10.94351	10.68787	10.4438	10.66906
7907008		4.437952	4.563227	4.22058	4.73022	4.429237	4.266276
7907010		4.433536	5.438643	4.068197	4.781301	4.702203	4.817485
7907012		4.771457	4.716595	4.93325	4.724628	4.773917	4.730273
7907024		9.037634	8.935795	9.116808	9.007751	9.084394	9.092209
7907032		4.673063	4.647365	5.288044	5.077345	4.539448	4.612185
7907049		5.483603	5.391959	5.191059	4.832107	5.733308	5.644553
7907051		3.603717	3.331925	3.502455	3.416835	3.841725	3.940966
7907053		5.924504	5.777721	5.811041	5.618632	5.521278	5.58794
7907058		7.779528	7.50257	8.12808	7.952769	7.851301	7.866913
7907079		7.0485	7.294597	6.863894	6.862719	7.694417	7.632705
7907090		6.188561	6.204243	5.943244	6.065803	6.006545	6.088487
7907092		9.797877	9.796827	10.31074	10.20007	10.25377	10.45597
7907104		8.841797	8.764668	9.301821	9.031546	9.327763	9.476052
7907124		9.145198	9.246149	9.982912	9.608952	9.49642	9.567286
7907135		8.223267	8.147017	9.238779	9.206476	9.058416	9.13092
7907146		6.343851	6.323106	6.47643	6.474619	6.457579	6.532184
7907156		5.733656	4.722186	5.588995	6.103589	5.581689	5.437184
7907160		10.18509	10.19678	11.33259	10.88265	10.23721	10.40861
7907171		8.712402	8.761469	9.314482	9.18598	8.778713	8.856504
7907183		7.253125	7.168356	7.980089	7.433704	7.411552	7.543496
7907211		7.304073	7.390771	6.970088	7.336205	7.286809	7.08727
7907213		7.718715	7.629335	8.713694	8.530755	8.239342	8.151101
7907222		5.442701	5.363462	5.615936	5.714972	5.203524	5.3325
7907232		3.546082	3.233685	3.157053	3.438344	3.238743	3.135736
7907249		5.080571	5.004018	5.546229	5.751756	5.227818	5.74191
7907260		4.40819	4.684622	4.219938	4.303771	4.389075	4.416073
7907271		5.044264	4.928143	4.986222	4.771049	4.760777	4.899629
7907286		3.288249	3.571544	3.485679	3.76231	3.437416	3.496618
7907297		4.857069	5.03615	5.129427	4.993384	4.957877	4.782503
7907308		3.342792	3.219154	3.222164	3.507569	3.149972	3.314744
7907310		9.686373	9.575235	10.17605	10.34505	10.07604	10.02097
7907349		5.299322	4.902562	5.812621	5.139072	5.177032	5.640766
7907351		8.075415	7.966199	7.953302	7.600876	8.346561	8.290937
7907353		9.067394	9.031908	9.28995	9.161112	9.02082	9.202022
7907368		4.965518	5.001323	5.735703	5.494305	5.428175	5.619266
7907370		5.859558	5.571878	6.264144	6.078865	6.15918	6.31989
7907394		3.178954	2.950697	3.146858	3.306395	3.027116	3.10798
7907396		3.955893	3.929579	4.04102	4.057863	3.93517	3.828406
7907404		8.730061	8.537403	9.407467	9.304786	9.019566	9.112698
7907430		5.675566	5.675442	5.624851	5.422064	5.419163	5.46609
7907439		11.47497	11.4331	11.70727	11.4536	11.61347	11.60348
7907445		8.736002	8.757958	9.15624	9.280951	9.233259	9.241954
7907462		3.885148	3.835499	3.585596	3.926864	3.635209	3.69716
7907464		5.546356	5.119885	5.125568	5.170317	5.18202	5.246494
7907466		9.422281	9.492886	9.567864	9.348472	10.08171	10.1114
7907486		6.875061	6.686964	7.797885	7.835836	6.834585	6.92811
7907492		7.060393	6.882419	7.165121	7.014237	7.139549	7.176006
7907531		4.838171	4.738377	4.60574	4.563545	4.623185	4.552474
7907535		3.006871	3.094211	3.012595	3.578748	3.06455	3.061913
7907537		8.866497	8.988907	9.117635	8.67423	8.945186	9.049359
7907549		5.911131	5.952956	5.823046	5.676909	5.552306	5.727649
7907568		5.034486	5.313352	5.07083	5.24399	5.138969	5.13317
7907572		5.362616	5.21791	5.095748	5.62797	5.097561	5.200204
7907601		4.743277	4.729485	4.637972	4.71852	4.519684	4.49793
7907611		8.764102	8.609035	8.829045	8.66675	8.932871	8.998793
7907633		4.406394	4.38223	4.471692	4.373824	4.435814	4.477958
7907649		5.35362	5.506973	5.079642	5.516527	5.53375	5.434524
7907655		5.913991	6.333426	6.412024	6.738664	6.052603	6.044147
7907657		8.132745	7.766397	9.059765	8.957521	8.702243	8.939024
7907680		9.564802	9.492035	9.599088	9.663961	9.495691	9.645401
7907690		7.118138	6.895151	7.023565	7.083823	7.086331	7.421132
7907700		6.208954	6.148631	6.070175	6.286891	6.065634	5.986294
7907702		9.510996	9.645833	10.42857	10.26678	9.84811	9.712285
7907719		3.815916	3.497083	3.318189	3.681849	3.36147	3.390778
7907747		3.574977	3.65027	3.494271	3.641892	3.649958	3.583056
7907749		4.22601	4.225199	3.834522	4.203501	3.974025	4.087674
7907769		5.230681	5.396721	5.27943	5.190005	5.159551	5.130367
7907773		9.482	9.593803	9.881471	10.09899	10.24449	10.25204
7907788		5.022731	4.782209	5.313958	5.202446	5.17231	5.354408
7907790		8.170794	7.992425	8.772234	8.778816	8.573431	8.558208
7907830		10.5011	10.49069	11.76472	11.67898	11.02069	11.04099
7907847		6.342673	6.047623	6.783296	6.469901	5.890825	5.823335
7907849		5.971748	5.894336	6.252865	6.558998	5.976743	6.182883
7907859		9.910208	9.800131	9.669188	9.413706	9.849974	9.806194
7907861		9.461349	9.371545	9.759142	9.723318	9.641893	9.60149
7907882		6.226198	6.250392	5.980033	6.14964	5.975065	5.931801
7907893		6.111499	6.484955	6.500761	6.870333	6.968498	6.79112
7907904		9.620193	9.562855	10.43882	9.975729	9.597522	9.884298
7907907		5.299115	5.740974	5.293171	5.220064	5.382808	5.224344
7907911		5.595941	5.57546	5.416771	5.473921	5.442962	5.480548
7907960		3.025287	3.01822	3.052704	3.010695	2.946336	2.945396
7907962		6.457009	6.023467	6.049239	5.698486	6.244135	5.84455
7907964		3.099498	2.644684	2.915171	2.691597	2.848214	2.727534
7907966		5.055744	5.256353	5.177641	5.136463	5.333766	4.940672
7907968		4.959229	4.412398	4.148877	4.182069	4.420377	4.236636
7907970		7.188355	7.393402	7.467785	7.632357	7.543459	7.031698
7907972		4.225611	4.599788	4.554039	4.409798	4.399953	4.26458
7907977		4.118806	3.918629	3.939756	4.157298	3.77221	3.946069
7907986		4.122086	4.033221	4.00125	4.289599	4.078631	4.101187
7908003		5.999495	6.115151	5.577626	5.91102	5.432316	5.914432
7908022		10.20851	10.30603	10.46448	10.03732	10.38584	10.43422
7908041		10.65919	10.60583	10.6953	10.60867	11.11615	11.22276
7908072		10.3957	10.36735	10.28377	10.43036	9.536142	9.355324
7908097		8.982782	9.09965	9.241151	9.164592	9.077756	8.999899
7908125		7.589949	7.420583	7.849919	7.846924	7.920202	8.01618
7908147		9.426327	9.489084	9.809608	9.616238	9.687887	9.662101
7908155		4.159631	4.354564	4.07229	4.065043	4.457924	3.97544
7908157		3.636754	3.894751	3.639974	3.703448	3.639454	3.77795
7908159		4.5257	4.899123	4.32861	4.161591	4.245327	4.308298
7908161		8.499374	8.593129	9.144211	8.733302	8.297161	8.561645
7908169		8.476402	8.679055	8.806474	8.725618	8.604049	8.616624
7908178		6.465934	6.421717	6.577913	6.357297	6.792387	7.025869
7908204		4.907386	5.001665	5.209267	5.237901	5.194629	5.316217
7908312		4.527058	4.379294	4.284624	4.584685	4.227017	4.181145
7908328		7.389125	7.76035	7.067963	7.126485	7.216508	7.181473
7908330		8.22421	8.196869	8.972754	8.994928	8.700323	8.716649
7908347		6.004285	5.611657	6.62128	6.216047	6.484393	6.25672
7908351		6.58265	6.091437	7.29217	7.309258	6.926836	7.861771
7908371		4.229058	4.342533	4.767256	4.844747	4.118222	4.082997
7908376		3.383158	3.287667	3.293965	3.317992	3.311828	3.294456
7908382		3.95495	3.96259	4.211911	3.761215	4.019797	4.034073
7908388		3.703624	3.788503	3.513369	3.581216	3.657436	3.77929
7908397		4.173733	4.255193	4.151729	4.381821	3.957082	4.260157
7908407		11.5307	11.47475	11.11755	11.11504	11.40007	11.36526
7908409		9.930462	9.86607	9.096978	8.956632	8.773654	9.167663
7908421		10.06628	9.991591	10.63463	10.51054	10.06364	10.19946
7908437		9.436893	9.521061	9.891728	9.656078	9.626237	9.734776
7908459		6.814486	6.824194	8.426579	8.378121	7.947899	8.394239
7908481		3.50192	3.455831	3.32174	3.505077	3.523948	3.303208
7908488		4.299775	4.332516	4.974272	4.940603	4.733823	4.854325
7908492		4.085152	3.818191	3.75892	4.31892	4.009891	4.431934
7908496		3.285537	3.324304	3.494785	3.731526	3.064828	3.406679
7908499		3.701456	3.761295	3.636398	3.788231	3.409118	3.417433
7908508		4.345764	4.574196	4.415866	4.556565	4.343955	4.340218
7908525		7.149128	7.159183	7.446928	7.779522	7.330334	7.10308
7908529		5.725939	5.829202	5.797256	5.871136	5.475779	5.75804
7908543		9.793356	9.846395	10.63811	10.35305	10.06952	10.15815
7908553		3.864532	3.603944	3.679414	3.677722	3.780811	3.646667
7908591		6.666684	6.733812	6.599119	6.654776	6.41681	6.57409
7908593		4.290638	4.206729	4.298799	4.285547	4.305171	4.321364
7908595		3.599445	3.458333	3.51539	3.746518	3.557484	3.588645
7908597		5.343966	5.273802	4.817496	5.313559	5.209527	5.265073
7908610		3.398136	3.508806	3.44984	3.418588	3.356265	3.510448
7908612		6.63668	6.886124	6.57895	6.098041	6.945617	6.698971
7908614		8.957221	9.050203	9.676147	9.535193	9.476961	9.221848
7908635		9.189108	9.434546	9.591611	9.646343	9.007246	9.163244
7908637		7.151962	7.515045	6.956412	7.289274	7.175341	7.127613
7908639		6.683631	6.885536	6.25059	6.084517	7.013061	6.764894
7908650		5.515221	5.82907	5.355649	5.296182	5.881751	5.245947
7908672		5.93096	6.062458	5.812333	5.859539	5.750721	5.777481
7908692		6.508189	6.621492	6.636338	7.018708	6.668809	6.58652
7908694		7.973863	7.48654	8.482414	8.431794	8.562216	8.622073
7908728		5.624749	5.81621	5.63006	5.613026	5.83863	5.838709
7908730		3.393568	3.804494	3.303517	3.555306	3.47043	3.440184
7908732		10.24856	10.40447	10.57424	10.66011	10.66895	10.65009
7908758		7.470691	7.554199	7.752117	8.066794	7.810167	7.777259
7908766		9.937359	9.722681	10.27704	10.38705	10.25364	10.30243
7908775		3.645548	3.838879	3.86853	3.787236	3.667693	3.927179
7908777		10.75181	10.63797	10.69404	10.77363	10.52082	10.48812
7908779		10.03437	9.923764	10.10823	10.14175	10.63194	10.65665
7908793		5.634826	5.368698	5.275555	5.634386	6.039083	6.004333
7908812		7.522481	7.836856	7.309671	7.347724	7.401264	7.399766
7908816		5.767375	5.757264	5.669696	5.884734	5.847439	5.821738
7908839		3.740247	3.497308	3.508382	3.483706	3.602725	3.589573
7908841		6.304095	6.056868	6.36884	6.15288	6.725935	6.984051
7908861		3.846176	3.918668	4.033383	3.907352	4.381402	4.345104
7908863		5.585949	5.561646	5.282916	5.489935	5.51	5.532819
7908867		10.2394	10.14743	10.34416	10.30339	10.60156	10.54207
7908879		6.159945	6.479643	5.948627	6.258582	6.907721	6.982956
7908907		7.014649	7.033827	6.729486	6.431602	7.126864	7.067152
7908917		6.262914	6.616261	6.283046	6.442014	7.2013	7.245749
7908924		5.925872	6.047604	5.845208	5.875551	5.888147	5.850536
7908931		5.769577	5.924631	5.762018	5.923748	5.653714	5.925769
7908940		9.127658	8.926252	9.545571	9.288249	9.88701	9.985086
7908966		5.365245	4.888712	5.469013	4.971807	4.978903	5.179309
7908968		4.865721	5.181775	4.936409	5.259315	4.796085	4.860957
7908978		9.882302	9.929525	10.78507	10.6422	10.53403	10.41238
7908988		6.689012	6.742879	6.974385	6.378129	7.174165	7.166595
7908993		7.404953	7.104624	7.01467	7.088851	7.427372	7.487924
7909011		8.134378	7.820075	8.607158	8.411171	8.713526	8.291495
7909027		5.906019	5.96323	5.732068	5.957148	5.870051	5.800659
7909064		6.236072	6.501324	6.101338	6.089785	6.306816	6.327745
7909088		6.298504	6.34492	6.097502	6.056736	6.331104	6.304718
7909102		7.616029	7.725465	7.718643	7.212345	7.859714	7.71896
7909104		6.806502	6.982385	6.464042	6.675356	7.367186	7.657114
7909125		3.555954	3.43467	3.52253	3.675241	3.476801	3.862377
7909127		5.855768	5.865528	6.0222	6.079136	5.943904	5.865887
7909140		3.460912	3.510533	3.703353	3.61433	3.325282	3.507448
7909142		8.167247	8.226582	7.009567	7.080654	8.44366	8.241678
7909144		5.184708	5.146219	5.185867	5.324616	5.136054	5.249228
7909146		10.85713	10.65438	10.80092	9.472961	10.93629	11.14875
7909155		4.535971	4.518896	4.450735	4.490675	4.390729	4.332843
7909164		5.502474	5.841653	5.799404	5.419313	5.807156	5.757372
7909175		8.30155	8.272082	8.662456	8.527725	8.950657	8.994378
7909188		8.314953	8.399041	8.411986	8.529226	8.816408	8.639266
7909214		7.060551	6.952075	7.55032	7.349751	7.256063	7.563325
7909225		7.488266	7.390076	7.908428	8.456794	7.468347	7.48699
7909236		9.919677	9.953678	9.800156	9.737005	10.0362	10.00614
7909250		4.940547	4.733135	4.9297	4.683183	4.818298	4.960777
7909261		4.858161	4.705307	5.133258	5.254097	4.765875	4.833977
7909271		9.014194	8.742018	11.64285	12.343	6.103099	6.798716
7909283		5.836234	5.539218	5.389507	5.587353	5.339173	5.93474
7909285		7.143376	6.758732	7.164511	7.227542	7.105045	7.005417
7909306		6.288875	5.687748	7.209555	6.936805	7.674707	7.579343
7909318		4.042094	4.118416	3.982194	4.055421	3.838319	3.936517
7909332		10.48073	10.6077	10.83472	10.64121	11.51125	11.54397
7909350		4.309121	4.13733	4.036343	4.278557	4.173712	4.007386
7909371		4.125021	4.230839	3.909606	4.254552	4.110687	4.206753
7909390		3.508786	3.366131	3.333652	3.271482	3.319247	3.296462
7909400		9.880564	9.891418	10.37489	10.1713	10.68984	10.63813
7909418		5.43916	5.587075	5.342425	5.402285	5.358579	5.539503
7909422		5.086526	5.324169	5.052857	5.037398	5.081226	4.878582
7909425		5.611331	5.713146	5.780119	6.066107	5.257008	5.349958
7909441		9.988556	10.26363	10.87446	10.48462	8.605973	8.491107
7909446		6.043566	5.658769	7.159913	7.180518	5.638746	5.621656
7909455		5.002058	4.873818	4.516228	4.754685	5.124888	4.82455
7909478		8.393965	8.617234	8.806649	8.824455	8.738907	8.78722
7909494		3.973616	3.994283	4.035294	3.727622	4.009465	4.198535
7909503		6.854786	6.802588	7.024112	6.575305	7.977425	7.648563
7909510		6.823142	6.819898	7.052261	6.929467	7.786005	7.592432
7909525		4.150697	4.007307	4.229131	4.088719	4.213027	4.181213
7909527		7.696764	7.775744	7.783367	7.34578	7.602778	7.508595
7909529		8.264952	8.426975	8.53009	8.633039	8.81737	8.734886
7909545		7.169269	6.905221	7.104859	7.032054	7.732992	7.780383
7909561		6.299721	6.654099	7.078056	7.40137	7.092045	6.908738
7909568		9.450967	9.258904	9.993298	9.65588	9.687498	9.904204
7909586		8.879742	8.750227	9.029584	8.672807	9.218206	9.240118
7909601		3.678793	3.568748	3.771952	3.963814	3.69624	3.852335
7909603		8.81927	8.67661	8.954752	9.114906	9.559333	9.66711
7909610		6.682682	6.522261	8.027671	7.137372	7.672867	7.696056
7909624		5.896405	6.053719	5.843676	5.963332	6.00749	6.009604
7909626		3.973518	4.053355	3.74872	3.99211	3.966831	4.004051
7909628		6.933575	6.867788	7.170397	6.726328	7.641457	7.361568
7909642		6.215173	6.162229	6.151114	6.083139	6.249202	6.534286
7909661		8.15171	8.052679	8.762776	8.830455	8.529404	8.50263
7909681		5.027239	4.824934	4.747307	4.586146	4.542879	4.599263
7909689		8.385318	8.470935	8.602348	8.362198	9.256123	9.184683
7909708		9.559228	9.443467	10.54912	10.28077	10.22228	10.31447
7909730		5.207832	5.190976	5.145046	5.077063	4.845204	5.099981
7909745		9.689196	9.333316	10.09138	9.81217	9.814091	9.979092
7909768		5.384143	5.556039	5.716112	5.340236	5.373049	5.474584
7909780		4.405947	4.357992	4.560872	4.626531	4.479249	4.354637
7909782		8.839306	9.059277	9.105827	8.640009	9.089303	8.966126
7909789		10.50716	10.40807	10.84867	10.36136	11.99592	12.01486
7909801		6.543015	6.883668	7.635919	7.314025	7.531182	7.526156
7909811		5.126848	5.06191	5.493451	5.320724	5.388425	5.590862
7909813		4.733045	4.699309	4.952798	4.923116	4.704561	5.018475
7909815		10.31444	10.22927	10.33068	10.30261	10.73174	10.75982
7909839		4.585316	4.486775	5.081495	4.945668	5.236656	5.275811
7909841		6.840483	6.760552	6.879239	6.812302	6.733387	6.616508
7909862		5.593422	5.715247	5.661808	5.461307	5.820376	5.939548
7909866		7.590849	7.577799	7.671601	7.804258	7.865437	8.049659
7909877		7.352866	7.209756	7.090227	7.188413	8.097155	8.570621
7909888		4.056687	3.88335	4.090232	4.290381	4.056949	4.155315
7909890		6.797195	6.858407	7.097306	7.316976	6.989204	6.87898
7909896		6.064466	6.001936	5.946678	5.7998	6.15191	6.030746
7909898		8.762671	8.844744	9.441812	9.794373	9.176739	8.939062
7909931		10.2323	10.50501	10.94056	10.75593	10.88999	10.71594
7909946		4.541313	4.452948	4.398437	4.622196	4.553973	4.626044
7909954		6.262595	6.390915	6.616242	6.918678	6.412704	6.470352
7909965		6.435856	6.443269	6.462663	6.42998	6.42747	6.337023
7909967		11.5412	11.60006	11.82221	11.68395	11.68488	11.58012
7909990		6.25428	5.811077	6.651259	5.757511	6.821027	6.551065
7909992		10.06861	9.960954	10.72077	10.81325	9.82844	9.624769
7909999		4.350018	4.091422	3.993855	4.074404	4.152744	4.24217
